model_no,product_category,product_subcategory,product_group,product_sub_group,brand,product_name,product_description,actual_price,discount_price,filter_1,filter_2,filter_3,filter_4,filter_5,ratings_and_reviews,attr1:color,attr2:image:1,attr2:image:2,attr2:image:3,attr2:image:4,attr2:image:5,tag_1,tag_2,tag_3,tag_4,tag_5,var1:model_no,var1:product_name,var1:product_description,var1:actual_price,var1:discount_price,var1:attr1:color,var1:attr2:image,var2:model_no,var2:product_name,var2:product_description,var2:actual_price,var2:discount_price,var2:attr2:color,var2:attr2:image,total_variants,total_attributes
SKU:  F1018721,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1018721 Brooklyn High flow single lever,High flow single lever concealed diverter system,2650,,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/11/F1018721-Website.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1018711,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1018711 Brooklyn 5-way single lever,"5-way single lever concealed diverter system consisting of Exposed part (lever, tip ton knob, flange) and Concealed part (cartridge with button assembly, cartridge sleeve)",2650,,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/11/F1018711-Website-1.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1018401,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1018401 Brooklyn Wall mixer,Wall mixer with bend pipe for overhead shower,7015,,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/11/F1018401_BR_19111-copy.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1018402,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1018402 Brooklyn Wall mixer with non return valve,Wall mixer with bend pipe,7275,,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/11/F1018401_BR_19111-copy-1.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1018151,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1018151 Brooklyn  Bib cock,Bib cock with wall flange and aerator,2520,,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/11/F1018151_BR_19143-copy.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1002163,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1002163 Carbon 2-Way bib cock with single handle,2-Way bib cock with single handle and wall flange,2140,,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/01/F1002163.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1002473,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1002473 Carbon Wall mounted single lever basin mixer,Wall mounted single lever basin mixer consisting of exposed part and concealed part Exposed part     F1002473 Concealed part F4065102,4720,,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/01/F1002473-WEB.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1002652,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1002652 Carbon Wall mounted basin spout,Wall mounted basin spout and operating lever consisting of exposed part and concealed part,3530,,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/01/F1002652-WEB.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1002161,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1002161 Carbon  2-Way bib cock with side handle,"2-Way bib cock with side handle, wall flange and aerator Cat. No. F1002161",2660,,,,,,,,,https://www.cera-india.com/wp-content/uploads/2020/12/Carbon-F1002161CH.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1002451,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1002451 Carbon Single lever basin mixer,Single lever basin mixer with 450 mm braided connection pipe,4750,,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1002151-Carbon-Single-lever-basin-mixer.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1002101,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1002101 Carbon Pillar cock,Pillar cock with aerator,1945,,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1002101-Carbon-Pillar-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1002151,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1002151 Carbon Bib cock,Bib cock with wall flange and aerator,1900,,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1002151-Carbon-Bib-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1002211,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1002211 Carbon 2-way bib cock,2-Way angle cock with wall flange,2565,,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1002211-Carbon-2-way-bib-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1002102,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1002102 Carbon Pillar cock extended body,Pillar cock with 306 mm (12″) long extended body with aerator,3390,,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1002102-Carbon-Pillar-cock-extended-body.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1002201,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1002201 Carbon Angle cock,Angle cock with wall flange,1680,,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1002201-Carbon-Angle-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1002411,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1002411 Carbon Single lever wall mixer,Wall mixer with 210 mm (8.5”) max. long bend pipe for overhead shower,8145,,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1002411-Carbon-Single-lever-wall-mixer.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1002414,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1002414 Carbon Single lever wall mixer (2-in-1),Single lever wall mixer with provision for telephonic hand shower,6640,,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1002414-Carbon-Single-lever-wall-mixer-2-in-1.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1016473,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1016473 Chelsea Wall Mounted Single Lever Basin Mixer,Wall mounted single lever basin mixer consisting of exposed part and concealed part, 7060,,,,,,,,,https://www.cera-india.com/wp-content/uploads/2020/10/F1016473-Website.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1016102,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1016102 Chelsea Pillar cock with extended body,Pillar cock with 310 mm (12.5”) long extended body and aerator, 3370,,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/11/F1016102_CH_18761.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1016101,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1016101 Chelsea Pillar cock with aerator,Pillar cock with aerator, 2070,,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/11/F1016101_CH_18746.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1016451,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1016451 Chelsea Single lever basin mixer,Single lever basin mixer with 450 mm braided connection pipe (without pop-up), 4765,,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/11/F1016451_CH_19295.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1016452,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1016452 Chelsea Single lever extended basin mixer,Single lever basin mixer with 305 mm (12″) extended body and 600 mm braided connection pipe (without pop-up), 5900,,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/11/F1016452.png,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1016351 15 mm,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1016351 Chelsea Stop cock (15mm),"Stop cock consisting sleeve, lever, flange and concealed part suitable for 15 mm pipeline with inner head", 1880,,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/11/F1016351-Website.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1016351 20 mm,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1016351 Chelsea Stop cock (20mm),"Stop cock consisting sleeve, lever, flange and concealed part suitable for 20 mm pipeline with inner head", 1905,,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/11/F1016351-Website.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1016701,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1016701 Chelsea Single lever concealed diverter,"Single lever concealed diverter system consisting of Exposed part (lever, tip ton knob,", 6020,,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/11/F1016701-Website.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1016721,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1016721 Chelsea High flow single lever concealed diverter,High flow single lever concealed diverter system, 7245,,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/11/F1016721-Website.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1016711,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1016711 Chelsea 5-way single lever concealed diverter,5-way single lever concealed diverter system, 7460,,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/11/F1016711-Website.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1016401,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1016401 Chelsea Wall mixer,Wall mixer with bend pipe for overhead shower, 6550,,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/11/F1016401.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1016201,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1016201 Chelsea Angle cock,Angle cock with wall flange," 1,630",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/11/F1016201_CH_18649.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1019101,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1019101 Chromo Pillar cock,Pillar cock with aerator," 1,560",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/12/F1019101-CHROMO-f11@0009.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1019102,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1019102 Chromo Pillar cock extended,Pillar cock with 305 mm (12”) long extended body and aerator," 3,300",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/12/F1019102-CHROMO-f11@0014.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1019451,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1019451 Chromo Basin mixer,Single lever basin mixer with 450 mm braided connection pipe (without pop-up)," 3,310",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/12/F1019451-CHROMO-f11@0001.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1019452,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1019452 Chromo Basin mixer extended,Single lever basin mixer with 300 mm (12″) extended body and 600 mm braided connection pipe ( without pop-up)," 6,425",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/12/F1019452-CHROMO-f11@0020.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1019701,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1019701 Chromo Concealed diverter,"Push type single lever concealed diverter system consisting of Exposed part (lever, tip ton knob, wall flange) and Concealed part (35 mm cartridge with button assembly, cartridge sleeve)"," 3,565",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/12/F1019701-CHROMO-f11@0033.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1019401,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1019401 Chromo Wall mixer,Wall mixer with bend pipe for overhead shower," 5,100",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/12/F1019401-CHROMO-f11@0111.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1019411,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1019411 Chromo Wall mixer,Single lever wall mixer with bend pipe for overhead shower," 6,000",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/12/F1019411-CHROMO-f11@0103.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1019501,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1019501 Chromo Sink mixer,"Sink mixer (wall mounted) with 165 mm (6.5″) long swivel spout, connecting legs and wall flanges"," 3,485",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/12/F1019501-CHROMO-f11@0116.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1019251,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1019251 Chromo Sink cock,Sink cock (wall mounted) with 165 mm (6.5″) long swivel spout and wall flange," 1,780",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/12/F1019251-CHROMO-f11@0047.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1019251,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1019251 Chromo Sink cock,Sink cock (wall mounted) with 165 mm (6.5″) long swivel spout and wall flange," 1,780",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/12/F1019251-CHROMO-f11@0047.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1019151,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1019151 Chromo Bib cock,Bib cock with wall flange and aerator," 1,445",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/12/F1019151-CHROMO-f11@0069.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1019161,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1019161 Chromo Bib cock,"2-Way bib cock with side handle, wall flange and aerator"," 2,295",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/12/F1019161-CHROMO-f11@0122_Flip.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2013154,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F2013154 Fountain Wall mounted basin faucet,Wall mounted basin faucet with 220 mm (9″) long spout," 2,785",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/03/F2013154-Fountain-Wall-mounted-faucet.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2013473,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F2013473 Fountain Wall mounted single lever basin mixer,Wall mounted single lever basin mixer consisting of exposed part and concealed part Exposed part F2013473  Concealed part F4065101," 5,880",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/02/F2013473-Fountain-Wall-mounted-single-lever-basin-mixer.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2013101,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F2013101 Fountain Pillar cock,Pillar cock with aerator," 1,760",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/08/Fountain-F2013101-f11@-Cera-26.6.1917804-1.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2013102,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F2013102 Fountain Pillar cock extended,Pillar cock with 315 mm (12.5”) long extended body and aerator," 2,910",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/08/Fountain-F2013102-f11@-Cera-26.6.1917810-1.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2013451,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F2013451 Fountain Single lever basin mixer,Single lever basin mixer with 450 mm braided connection pipe (without pop-up)," 3,570",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/08/Fountain-F2013451-f11@-Cera-26.6.1917808.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2013452,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F2013452 Fountain Single lever basin mixer extended,Single lever basin mixer with 315 mm (12.5″) extended body and 600 mm braided connection pipe (without pop-up)," 4,925",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/08/Fountain-F2013452-f11@-Cera-26.6.1917809.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2013461,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F2013461 Fountain Central hole basin mixer,Central hole basin mixer with 450 mm braided connection pipe (without pop-up)," 3,890",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/08/Fountain-F2013461-F11@-18921.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2013351 - 15 mm,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F2013351 Fountain Stop cock (15mm),"Stop cock consisting of exposed part (sleeve, lever, wall flange) and concealed part suitable for 15 mm pipeline with inner head Exposed part F2013351  Concealed part-15 mm F4050102"," 1,635",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/08/F2013351-Fountain-Stop-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2013351 - 20 mm,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F2013351 Fountain Stop cock (20mm),"Stop cock consisting of exposed part (sleeve, lever, wall flange) and concealed part suitable for 20 mm pipeline with inner head Exposed part F2013351"," 1,660",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/08/F2013351-Fountain-Stop-cock-1.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2013201,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F2013201 Fountain Angle cock,Angle cock with wall flange," 1,270",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/08/Fountain-F2013201-f11@-Cera-26.6.1917801.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2013711,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F2013711 Fountain 5-way single lever concealed diverter,"5-way (3 inlets + 2 outlets) single lever concealed diverter system consisting of Exposed part (lever, tip ton knob, flange) and Concealed part (cartridge with button assembly, cartridge sleeve) Exposed part F2013711  Concealed Part F4020101"," 6,215",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/08/F2013711-Fountain-5-way-diverter.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2013701,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F2013701 Fountain Single lever concealed diverter,"Single lever concealed diverter system consisting of Exposed part (lever, tip ton knob, flange) and Concealed part (40 mm cartridge with button assembly, cartridge sleeve) Exposed part F2013701  Concealed part F4010101"," 4,825",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/08/F2013701-Fountain-Single-lever-concealed-diverter.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2013154,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F2013154 Fountain Wall mounted basin faucet,Wall mounted basin faucet with 220 mm (9″) long spout," 2,785",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/03/F2013154-Fountain-Wall-mounted-faucet.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2013473,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F2013473 Fountain Wall mounted single lever basin mixer,Wall mounted single lever basin mixer consisting of exposed part and concealed part Exposed part F2013473  Concealed part F4065101," 5,880",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/02/F2013473-Fountain-Wall-mounted-single-lever-basin-mixer.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2013101,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F2013101 Fountain Pillar cock,Pillar cock with aerator," 1,760",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/08/Fountain-F2013101-f11@-Cera-26.6.1917804-1.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2013102,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F2013102 Fountain Pillar cock extended,Pillar cock with 315 mm (12.5”) long extended body and aerator," 2,910",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/08/Fountain-F2013102-f11@-Cera-26.6.1917810-1.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2013451,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F2013451 Fountain Single lever basin mixer,Single lever basin mixer with 450 mm braided connection pipe (without pop-up)," 3,570",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/08/Fountain-F2013451-f11@-Cera-26.6.1917808.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2013452,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F2013452 Fountain Single lever basin mixer extended,Single lever basin mixer with 315 mm (12.5″) extended body and 600 mm braided connection pipe (without pop-up)," 4,925",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/08/Fountain-F2013452-f11@-Cera-26.6.1917809.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2013461,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F2013461 Fountain Central hole basin mixer,Central hole basin mixer with 450 mm braided connection pipe (without pop-up)," 3,890",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/08/Fountain-F2013461-F11@-18921.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2013351 - 15 mm,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F2013351 Fountain Stop cock (15mm),"Stop cock consisting of exposed part (sleeve, lever, wall flange) and concealed part suitable for 15 mm pipeline with inner head Exposed part F2013351  Concealed part-15 mm F4050102"," 1,635",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/08/F2013351-Fountain-Stop-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2013351 - 20 mm,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F2013351 Fountain Stop cock (20mm),"Stop cock consisting of exposed part (sleeve, lever, wall flange) and concealed part suitable for 20 mm pipeline with inner head Exposed part F2013351"," 1,660",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/08/F2013351-Fountain-Stop-cock-1.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2013201,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F2013201 Fountain Angle cock,Angle cock with wall flange," 1,270",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/08/Fountain-F2013201-f11@-Cera-26.6.1917801.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2013711,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F2013711 Fountain 5-way single lever concealed diverter,"5-way (3 inlets + 2 outlets) single lever concealed diverter system consisting of Exposed part (lever, tip ton knob, flange) and Concealed part (cartridge with button assembly, cartridge sleeve) Exposed part F2013711  Concealed Part F4020101"," 6,215",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/08/F2013711-Fountain-5-way-diverter.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2013701,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F2013701 Fountain Single lever concealed diverter,"Single lever concealed diverter system consisting of Exposed part (lever, tip ton knob, flange) and Concealed part (40 mm cartridge with button assembly, cartridge sleeve) Exposed part F2013701  Concealed part F4010101"," 4,825",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/08/F2013701-Fountain-Single-lever-concealed-diverter.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1014403,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Faucets - F1014403 Gayle Wall mixer (3-in-1),Wall mixer (3-in-1) with arrangement for both telephonic shower and overhead shower with bend pipe Cat No: F1014403," 7,590",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2020/12/F1014403-Gayle-Wall-mixer-3-in-1.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1014652,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Faucets - F1014652 Gayle Wall mounted basin spout,Wall mounted basin spout and operating lever," 3,930",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2020/10/F1014652-WEB.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1014474,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1014474 Gayle Wall mounted single lever basin mixer with 2 mm sheet flange,Wall mounted single lever basin mixer with 2 mm sheet flange consisting of exposed part and concealed part Exposed Part : F1014474  Concealed Part :  F4065101 ," 5,955",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2020/10/F1014474-WEB.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1014473,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1014473 Gayle Wall mounted single lever basin mixer,Wall mounted single lever basin mixer consisting of exposed part and concealed part," 5,455",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2020/10/F1014473-WEB.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
